"name"	"fitted1"	"rep"
"yfaD"	-0.0156444548542619	7
"gss"	-0.00554191348593423	7
"modB"	-0.00454855350753313	7
"hybB"	-0.000286937217898657	7
"ilvD"	-0.0538359139081379	7
"dtd"	-0.0583178154712555	7
"ECB_03540"	-0.021772604452113	7
"IR2648"	-0.0328103999656098	7
"yafL"	-0.0109615527804964	7
"yjcF"	-0.00955873405539997	7
"IR2476"	-0.0662624265604152	7
"R#1"	-0.0114398827828869	7
"IR1307"	-0.00234880836915649	7
"mokC"	-0.00544267394934371	7
"trpR"	-0.038034832862438	7
"sapB"	-0.0219490168107829	7
"yehM"	-0.00347931649697263	7
"sufD"	-0.00239942743927788	7
"yejG"	-0.00902587957518254	7
"ECB_04074"	-0.00735735038725175	7
"xylE"	-0.00806580682850123	7
"yfeO"	-0.00352213914801219	7
"hscB"	-0.0854495689761488	7
"ESCRE0783"	-0.0177369509224476	7
"hycI"	-0.0204611836032847	7
"ilvE"	-0.104174511759397	7
"ECB_01892#1"	-0.0122668893861509	7
"appB"	-0.0208769370423729	7
"aapM"	-0.00176329052811506	7
"ybgO"	-0.0124436627752293	7
"IR727"	-0.0404490747993828	7
"exuT"	-0.00377018203413534	7
"ECB_misc_RNA_37"	-0.00372000762181854	7
"yggH"	-0.038567494951557	7
"yhhI#6"	-0.00560168742310279	7
"norR"	-0.00323945290507326	7
"yebR"	-0.0205912493189549	7
"uxuR"	-0.043119762828874	7
"dgoK"	-0.00848046379801926	7
"ynbD"	-0.00621735501021778	7
"IR18"	-0.0114057032238935	7
"IR1581"	-0.0576332433623178	7
"hrpA"	-0.00657606088805821	7
"yphE"	-0.00850260693727044	7
"ybdK"	-0.0459550435477908	7
"IR3077"	-0.0344407121021882	7
"IR948"	-0.0841191334993406	7
"ECB_01995"	-0.00615643575059253	7
"IR2676"	-0.0152757387492036	7
"IR1115"	-0.00871371292357077	7
"ECB_04207"	-0.00300861876693406	7
"ytfB"	-0.00929140460366107	7
"ydgT"	-0.00406377326245256	7
"potC"	-0.00159840930241301	7
"ymdC"	-0.0149732061550086	7
"macA"	-0.0100097235850968	7
"ydhQ"	-0.0127068026280433	7
"IR1713"	-0.00983888298313044	7
"IR2845"	-0.00237868232380387	7
"IR3531"	-0.0205500266671688	7
"IR1186"	-0.0402169050139925	7
"dcrB"	-0.00667527705101654	7
"yjcE"	-0.0195677849590472	7
"IR1163"	-0.0643528012691016	7
"ECB_01908"	-0.00400167695448287	7
"IR2581"	-0.0124274302292701	7
"ycbB"	-0.0256810814824747	8
"IR1218"	-0.00565048722163484	8
"malM"	-0.0139013055262431	8
"ECB_01541"	-0.0132551075063067	8
"ECB_03000"	-0.0123075163245964	8
"prmC"	-0.028521671952103	8
"nuoN"	-0.0233122986909321	8
"kefA"	-0.00412973860566333	8
